,id,burnout60,area,gender,age,wduration_y,earning1,earning2_r,wtime_r,woutside4_a,wtime_length5,age_group,emp_period_group,wtime_group,compsize_group,woutside_group,compsize_group_a,wday_week_group_a,woutside4_group_a,occ_t2_group_a,earning2_group_b,occ_group_a,emp_stat,emp_con_term,emp_keep,emp_own_mgmt,emp_fptime,emp_wage,emp_stat_sp,income_pos_a,income_pos_b,income_pos_c,income_pos_d,income_pos_e,income_pos_f,income_pos_g,income_pos_h,income_pos_i,income_pos_j,emp_place,emp_suggest_a,emp_suggest_b,emp_boss_gender,emp_manaqual_a,emp_manaqual_b,emp_manaqual_c,emp_manaqual_d,emp_manaqual_e,emp_comp_ass_a,emp_comp_ass_b,emp_comp_ass_c,emp_comp_ass_d,emp_comp_ass_e,emp_comp_ass_f,emp_rep,emp_winflu_a,emp_winflu_b,emp_winflu_c,emp_tra_b,emp_tra_c,emp_tra_d,wsector,comp_size_a,comp_size_b,comp_female,comp_sjob,ch_tech,ch_me,ch_ps,imte1,imte2,imte3,imte4,imte5,safeinform,wsituation1,wsituation2,wsituation3,wsituation4,wsituation5,wsituation11,wsituation6,wsituation7,wsituation,wsituation.1,wsituation10,wsituation12,wsituation13,wsituation14,wstat1,wstat2,wstat3,wstat4,wstat5,wstat6,wstat7,emo_manual,asb5,asb6,asb7,disc1,disc5,disc,disc10,disc11,disc6,disc7,disc.1,disc2,disc3,disc4,wtime_con1,wday,wday_week,ctime,wtime_night_a,wtime_sun_a,wtime_sat_a,wtime_long_a,wtime_night2,wtime_night3,wtime_resilience,wtime_arr_a,wtime_ftwork,wtime_ftcomtool,wtime_private,hazard_phy_b,hazard_erg_a,hazard_erg_b,hazard_erg_c,hazard_erg_d,hazard_erg_e,winten2_a,winten2_b,winten1_a,winten1_b,decla_a,decla_b,decla_c,winten3_a,winten3_b,winten3_c,winten3_d,winten3_e,winterrupt1,weng1,weng2,weng3,weng4,weng5,condim1,condim2,condim3,condim4,condim5,condim6,ass_cust1,alter_task1,wteam1,satisfaction,wplace4,wplace3,wplace2,wplace1,wpalce_ch,wtime_length1,wtime_length2,wtime_length3,wtime_length4,job1,wtime,wtime_week,wbalance,wwa1,wwa2,wwa3,wwa4,wwa5,heal_risk,heal_abs1,heal_wsick1,asb1,asb2,asb3,asb4,heal_aff,heal_cond,heal_illhe,heal_lim1,heal_prob1,heal_prob2,heal_prob3,heal_prob4,heal_prob5,heal_prob6,heal_prob8,sleep1,sleep2,sleep3,who1,who2,who3,who4,who5,woutside3,woutside4,woutside5,income_con,income_bal,edu,marital,children,panel_survey,ind,ind2,occ,occ2,earning1_r,ptime_r,comp_sizea_r,comp_sizeb_r,stratification,district,household,target,mode,hh_num,eli_num,hm_01_gender,hm_01_year,hm_01_estat,hm_01_rel_t
9046,1160446_1,lv2,9,2,39,9,330,4,40.0,1,2,3,4,2,6,0,2,2,3,2,4,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,6.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4,4,3.0,3.0,4.0,2.0,4.0,3.0,3,3,2,3,4.0,4,4.0,5.0,3,4,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,1,3.0,7.0,7,1,7.0,7.0,7.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,7.0,1.0,3.0,3,2,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,2,2,4,3,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,4,4,3.0,4,4,3,4.0,1.0,2.0,3.0,2.0,4.0,6.0,1.0,2.0,2,10,58,3,312,330,40.0,6.0,6,3121,12500,1160446,1,1,2,2,2,1984,2,0
9047,1160446_2,lv1,9,1,42,7,380,4,40.0,1,2,4,4,2,7,0,2,2,2,3,4,4,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1,7.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4,3,3.0,4.0,2.0,2.0,4.0,3.0,4,3,2,3,4.0,3,4.0,3.0,4,5,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,70.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,5.0,1,3.0,7.0,7,1,7.0,7.0,7.0,7.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,7.0,1.0,3.0,3,4,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,3,2,3,5,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,3,5.0,4,6,4,5.0,2.0,3.0,3.0,1.0,4.0,6.0,1.0,2.0,2,10,58,2,222,380,30.0,7.0,7,3121,12500,1160446,2,1,2,2,2,1984,2,0
9048,1160448_2,lv2,9,1,53,17,450,5,40.0,1,2,5,6,2,8,0,2,2,2,3,5,4,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,1,8.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2,3,4.0,4.0,4.0,3.0,2.0,4.0,2,3,4,3,4.0,3,4.0,5.0,3,3,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,5.0,1,2.0,7.0,7,1,7.0,7.0,7.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,7.0,1.0,3.0,3,4,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,3,4,5,5,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,5.0,6,5,6,6.0,2.0,3.0,3.0,1.0,3.0,6.0,1.0,1.0,2,10,62,2,222,450,35.0,8.0,8,3121,12500,1160448,2,1,3,2,2,1973,2,0
9049,1160508_1,lv3,9,2,36,3,230,3,46.0,1,2,3,3,2,1,0,1,3,1,2,3,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,5,4,5.0,5.0,5.0,4.0,2.0,2.0,3,3,4,1,4.0,2,3.0,5.0,4,5,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,6,30.0,0.0,0.0,1.0,0.0,2,2,2.0,1.0,1.0,1,3.0,2.0,7,1,7.0,7.0,7.0,6.0,6.0,2.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,3.0,4,4,5,2,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,46.0,2.0,3,1,2,3,4,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4,2,1,4.0,5,5,6,6.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,2,5,38,3,313,230,40.0,3.0,3,3121,12501,1160508,1,1,2,2,2,1987,2,0
9050,1160508_2,lv1,9,1,40,3,270,3,40.0,1,2,3,3,2,4,0,1,2,1,2,3,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,4.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3,2,2.0,3.0,3.0,2.0,2.0,2.0,1,3,2,1,2.0,3,3.0,2.0,3,2,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,70.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,2.0,6.0,7,2,7.0,6.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,2.0,3.0,3,2,5,3,2,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,4,3,4,5,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5,4,2,4.0,3,2,2,3.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,2.0,2,3,20,3,312,270,30.0,4.0,4,3121,12501,1160508,2,1,2,2,2,1987,2,0
9051,1160510_1,lv1,9,2,39,2,260,3,40.0,1,2,3,2,2,4,0,1,2,1,2,3,2,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3,2,3.0,3.0,2.0,3.0,3.0,2.0,2,2,3,3,2.0,2,2.0,3.0,2,2,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,50.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,5.0,3,2.0,7.0,7,2,7.0,5.0,7.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3,3,3,2,3,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,5,3,5,5,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3,4,4,4.0,5,3,4,4.0,1.0,5.0,5.0,2.0,3.0,6.0,1.0,1.0,2,7,46,3,312,260,30.0,4.0,4,3121,12501,1160510,1,1,3,2,2,1984,2,0
9052,1160510_2,lv1,9,1,39,7,430,5,40.0,1,2,3,4,2,4,0,1,2,1,1,5,1,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,3,2,3.0,3.0,5.0,3.0,4.0,2.0,4,4,3,4,2.0,3,3.0,4.0,4,3,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,3.0,3,3.0,3.0,4,5,7.0,3.0,5.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5,3,4,3,2,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,3.0,5,3,3,5,5,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4,3,4,4.0,2,3,3,4.0,5.0,5.0,5.0,1.0,3.0,4.0,1.0,1.0,2,7,46,7,753,430,25.0,4.0,4,3121,12501,1160510,2,1,3,2,2,1984,2,0
9053,1160533_1,lv1,9,2,32,3,270,3,40.0,1,2,3,3,2,4,0,1,2,3,3,3,6,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1,2,2.0,3.0,2.0,2.0,4.0,3.0,3,4,3,3,4.0,3,3.0,2.0,3,3,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,5.0,2,3.0,6.0,3,5,7.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4,3,2,2,2,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,3,4,4,3,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4,4,3,3.0,4,2,4,3.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,2,17,86,2,244,270,40.0,4.0,4,3121,12501,1160533,1,1,1,1,2,1991,2,0
9054,1160558_1,lv1,9,2,28,2,230,3,40.0,1,2,2,2,2,1,0,1,2,2,3,3,7,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1,3.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3,4,2.0,3.0,3.0,3.0,4.0,2.0,3,4,3,3,2.0,3,4.0,3.0,4,2,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,3,3.0,7.0,7,7,6.0,6.0,6.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,2.0,4.0,4,3,2,3,4,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,3.0,3,3,4,3,4,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4,4,3,2.0,3,4,2,3.0,2.0,3.0,5.0,1.0,4.0,5.0,2.0,2.0,2,7,47,2,285,230,30.0,3.0,3,3121,12501,1160558,1,1,1,1,2,1995,2,0
9055,1160569_1,lv3,9,1,46,4,320,4,48.0,1,2,4,3,2,5,0,1,3,2,1,4,1,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4,3,3.0,4.0,3.0,5.0,3.0,3.0,4,4,3,3,3.0,4,4.0,3.0,5,4,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,6,100.0,0.0,0.0,1.0,0.0,2,2,2.0,1.0,5.0,5,2.0,7.0,6,1,7.0,4.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,2.0,3.0,4,4,5,3,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,48.0,2.0,4,5,4,5,4,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5,5,5,3.0,5,3,4,4.0,5.0,3.0,5.0,1.0,4.0,4.0,1.0,1.0,2,5,38,8,873,320,40.0,5.0,5,3121,12502,1160569,1,1,3,1,1,1977,2,0
9056,1160573_1,lv3,9,2,53,0,230,3,40.0,1,2,5,1,2,4,0,1,2,2,2,3,5,2,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,4.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3,4,3.0,3.0,4.0,3.0,4.0,3.0,3,4,3,1,3.0,1,4.0,4.0,3,4,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,60.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,3.0,5,4.0,7.0,7,1,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,7.0,7.0,2.0,3.0,4,3,3,4,4,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,3,5,5,5,5,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,4,4,3.0,4,3,2,3.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,2,7,46,3,399,230,33.0,4.0,4,3121,12502,1160573,1,1,2,2,2,1970,2,0
9057,1160573_2,lv2,9,1,56,10,290,3,36.0,1,2,5,5,1,1,0,1,3,2,2,3,5,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2,3,2.0,4.0,3.0,2.0,4.0,4.0,2,4,3,4,4.0,5,3.0,2.0,2,3,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,6,60.0,0.0,0.0,1.0,0.0,2,2,2.0,1.0,4.0,5,2.0,4.0,1,7,7.0,3.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2,3,3,2,4,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,36.0,2.0,3,4,5,5,5,1.0,0.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5,5,5,3.0,2,3,3,3.0,5.0,3.0,5.0,1.0,2.0,4.0,1.0,1.0,2,3,10,7,710,290,36.0,3.0,3,3121,12502,1160573,2,1,2,2,2,1970,2,0
9058,1160577_1,lv1,9,2,50,3,230,3,40.0,1,2,4,3,2,5,0,1,2,2,2,3,6,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2,3,2.0,2.0,3.0,4.0,4.0,2.0,2,3,3,1,3.0,1,3.0,2.0,2,4,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,70.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,5,3.0,7.0,4,6,5.0,6.0,2.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,7.0,7.0,2.0,2.0,3,4,2,3,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,3,4,5,5,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4,3,5,2.0,3,4,2,3.0,1.0,4.0,5.0,2.0,4.0,4.0,1.0,1.0,2,17,87,2,246,230,35.0,5.0,5,3121,12502,1160577,1,1,3,2,2,1973,2,0
9059,1160577_2,lv1,9,1,52,6,300,4,48.0,1,2,5,4,2,4,0,1,3,2,1,4,1,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4,2,3.0,3.0,2.0,4.0,3.0,4.0,2,2,3,2,4.0,5,3.0,3.0,4,4,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,6,60.0,0.0,0.0,1.0,0.0,2,2,2.0,1.0,5.0,5,2.0,4.0,1,6,7.0,4.0,3.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,2.0,2.0,2,3,2,4,3,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,48.0,3.0,4,4,4,5,5,1.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3,2,2,3.0,4,3,4,4.0,4.0,4.0,5.0,1.0,3.0,4.0,1.0,1.0,2,6,42,7,743,300,40.0,4.0,4,3121,12502,1160577,2,1,3,2,2,1973,2,0
9060,1160582_1,lv1,9,2,58,1,240,3,40.0,1,2,5,2,2,4,0,1,2,2,2,3,6,1,2.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3,2,2.0,4.0,3.0,3.0,3.0,4.0,4,2,3,1,4.0,1,4.0,2.0,4,3,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,5,0.0,0.0,0.0,0.0,0.0,2,2,2.0,1.0,4.0,4,3.0,7.0,5,5,3.0,6.0,6.0,7.0,7.0,2.0,2.0,1.0,1.0,2.0,7.0,1.0,7.0,7.0,2.0,2.0,2,3,3,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,40.0,2.0,4,3,2,5,5,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4,5,4,3.0,4,4,3,4.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,2,17,87,4,421,240,30.0,4.0,4,3121,12502,1160582,1,1,1,1,2,1965,2,0
